Id,City,Country,Latitude,Longitude,Time,Description,Max Temp,Humidity,Wind Speed,Cloudiness,Rain,Snow
244,Chiapa,MX,18.4669,-96.945,2021-04-17 21:48:52,broken clouds,85.37,33,8.03,52,0,0
245,Belmonte,BR,-15.8631,-38.8828,2021-04-17 21:48:53,few clouds,77.0,78,8.05,20,0,0
246,Port Hedland,AU,-20.3167,118.5667,2021-04-17 21:48:53,scattered clouds,77.0,41,10.36,50,0,0
247,Mitú,CO,1.1983,-70.1733,2021-04-17 21:48:53,broken clouds,78.66,84,2.37,63,0,0
248,Constitución,CL,-35.3333,-72.4167,2021-04-17 21:48:54,broken clouds,57.74,82,3.0,75,0,0
249,Dutlwe,BW,-23.9833,23.9,2021-04-17 21:48:54,broken clouds,66.76,46,12.24,60,0,0
250,Marystown,CA,47.1666,-55.1483,2021-04-17 21:48:55,overcast clouds,40.51,75,19.71,100,0,0
251,Ilulissat,GL,69.2167,-51.1,2021-04-17 21:48:55,few clouds,8.6,61,11.5,20,0,0
252,Mayo,US,38.8876,-76.5119,2021-04-17 21:48:55,overcast clouds,57.0,62,4.61,90,0,0
253,Asău,RO,46.4333,26.4,2021-04-17 21:48:56,overcast clouds,42.01,50,3.04,100,0,0
254,Nobeoka,JP,32.5833,131.6667,2021-04-17 21:48:56,few clouds,41.0,65,1.99,22,0,0
255,Weihai,CN,37.5017,122.1136,2021-04-17 21:48:57,clear sky,44.83,75,8.03,0,0,0
256,Shintomi,JP,32.0785,131.4723,2021-04-17 21:48:57,few clouds,51.8,46,14.97,20,0,0
257,Igbo-Ora,NG,7.4333,3.2833,2021-04-17 21:48:57,overcast clouds,79.57,77,2.8,100,0,0
258,Abadan,TM,38.0507,58.2056,2021-04-17 21:48:58,clear sky,60.8,41,2.15,0,0,0
259,Itaqui,BR,-29.1253,-56.5531,2021-04-17 21:48:58,broken clouds,74.14,65,8.01,63,0,0
260,Niamey,NE,13.5137,2.1098,2021-04-17 21:48:08,broken clouds,96.8,19,11.5,61,0,0
261,Muskogee,US,35.5834,-95.3336,2021-04-17 21:48:59,overcast clouds,57.2,54,12.66,90,0,0
262,Mulegé,MX,26.8833,-111.9833,2021-04-17 21:49:00,clear sky,79.77,31,10.25,0,0,0
263,Barra Patuca,HN,15.8,-84.2833,2021-04-17 21:49:00,few clouds,83.82,74,16.98,16,0,0
264,Russellville,US,35.2784,-93.1338,2021-04-17 21:45:07,overcast clouds,57.99,76,6.91,90,0,0
265,Chicama,PE,-7.8447,-79.1469,2021-04-17 21:49:01,mist,66.2,88,8.05,90,0,0
266,Mahibadhoo,MV,3.7833,72.9667,2021-04-17 21:49:02,broken clouds,83.01,73,12.24,62,0,0
267,Mahina,PF,-17.5065,-149.489,2021-04-17 21:49:02,few clouds,87.8,66,12.66,20,0,0
268,Lang Son,VN,21.8333,106.7333,2021-04-17 21:49:02,overcast clouds,65.75,92,2.86,100,0,0
269,Taoudenni,ML,22.6783,-3.9836,2021-04-17 21:49:03,clear sky,84.7,15,10.31,0,0,0
270,Hong Kong,HK,22.2855,114.1577,2021-04-17 21:44:24,overcast clouds,73.99,66,1.01,96,0,0
271,Husavik,IS,66.0449,-17.3389,2021-04-17 21:49:04,overcast clouds,39.2,93,8.05,90,0,0
272,Itarema,BR,-2.9248,-39.9167,2021-04-17 21:49:04,clear sky,78.76,82,11.81,9,0,0
273,Kirensk,RU,57.7853,108.1119,2021-04-17 21:49:04,broken clouds,12.69,94,3.74,77,0,0
274,Saskylakh,RU,71.9167,114.0833,2021-04-17 21:49:05,overcast clouds,6.55,95,10.98,100,0,0
275,Øksfjord,NO,70.2396,22.3479,2021-04-17 21:49:05,clear sky,37.4,75,4.61,1,0,0
276,Adolfo López Mateos,MX,28.4667,-107.3,2021-04-17 21:49:06,clear sky,71.01,21,11.01,5,0,0
277,Jinka,ET,5.65,36.65,2021-04-17 21:49:06,light rain,63.37,85,5.06,100,0,0
278,Salta,AR,-24.7859,-65.4117,2021-04-17 21:49:07,scattered clouds,73.4,64,6.91,40,0,0
279,Lüderitz,NA,-26.6481,15.1594,2021-04-17 21:49:07,scattered clouds,78.28,36,4.47,35,0,0
280,Jiangyou,CN,31.7667,104.7167,2021-04-17 21:49:07,overcast clouds,57.0,95,2.06,100,0,0
281,Margate,GB,51.3813,1.3862,2021-04-17 21:49:08,overcast clouds,43.0,68,3.0,100,0,0
282,Bengkulu,ID,-3.8004,102.2655,2021-04-17 21:49:08,overcast clouds,75.07,87,3.0,100,0,0
283,Dicabisagan,PH,17.0818,122.4157,2021-04-17 21:49:09,overcast clouds,77.2,83,12.3,100,0,0
284,Sabha,LY,27.0377,14.4283,2021-04-17 21:49:09,overcast clouds,85.12,17,18.14,100,0,0
285,Ketchikan,US,55.3422,-131.6461,2021-04-17 21:49:10,clear sky,57.2,51,9.22,1,0,0
286,Balkhash,KZ,46.844,74.9804,2021-04-17 21:49:10,broken clouds,49.96,61,14.52,55,0,0
287,Port Keats,AU,-14.25,129.55,2021-04-17 21:46:10,overcast clouds,74.5,44,12.41,100,0,0
288,Lorengau,PG,-2.0226,147.2712,2021-04-17 21:49:11,broken clouds,81.86,74,13.0,83,0,0
289,Lewisporte,CA,49.2499,-55.0482,2021-04-17 21:49:11,broken clouds,37.4,70,25.32,75,0,0
290,Airai,TL,-8.9266,125.4092,2021-04-17 21:49:12,overcast clouds,58.46,81,2.15,95,0,0
291,Shelburne,CA,44.0787,-80.2041,2021-04-17 21:45:04,clear sky,51.8,54,13.8,1,0,0
292,Voyvozh,RU,62.892,54.9635,2021-04-17 21:49:12,broken clouds,23.88,81,10.69,60,0,0
293,Kununurra,AU,-15.7667,128.7333,2021-04-17 21:49:13,scattered clouds,75.2,41,10.36,28,0,0
294,Letlhakane,BW,-21.4167,25.5833,2021-04-17 21:49:13,clear sky,61.9,55,14.18,0,0,0
295,Urengoy,RU,65.9667,78.3667,2021-04-17 21:49:14,scattered clouds,-13.4,100,8.01,44,0,0
296,Grand-Lahou,CI,5.1367,-5.0242,2021-04-17 21:49:14,broken clouds,79.3,82,5.41,84,0,0
297,Muzhi,RU,65.3667,64.6667,2021-04-17 21:49:15,scattered clouds,-9.2,97,5.28,34,0,0
298,Kabinda,CD,-6.1333,24.4833,2021-04-17 21:49:15,scattered clouds,68.23,91,4.94,34,0,0
299,Mâncio Lima,BR,-7.6142,-72.8958,2021-04-17 21:49:16,broken clouds,82.4,78,4.61,75,0,0
300,Brae,GB,60.3964,-1.353,2021-04-17 21:49:16,clear sky,42.8,75,23.02,0,0,0
301,Emporia,US,38.4039,-96.1817,2021-04-17 21:47:47,overcast clouds,51.8,71,6.91,90,0,0
302,Nishihara,JP,26.1842,127.7558,2021-04-17 21:49:17,haze,64.4,67,14.97,40,0,0
303,Chalisgaon,IN,20.4667,75.0167,2021-04-17 21:49:17,clear sky,85.23,24,2.17,2,0,0
304,Virtsu,EE,58.5716,23.5115,2021-04-17 21:49:17,overcast clouds,45.0,48,11.01,99,0,0
305,Buraidah,SA,26.326,43.975,2021-04-17 21:49:18,few clouds,75.2,38,8.05,20,0,0
306,San Patricio,US,28.017,-97.5169,2021-04-17 21:49:18,overcast clouds,66.2,63,10.36,90,0,0
307,Mackay,AU,-21.15,149.2,2021-04-17 21:49:19,overcast clouds,72.0,83,13.8,90,0,0
308,Guerrero Negro,MX,27.9769,-114.0611,2021-04-17 21:49:19,clear sky,66.16,58,19.57,1,0,0
309,Wadi Maliz,TN,36.4681,8.5495,2021-04-17 21:49:19,few clouds,46.4,87,2.3,24,0,0
310,Province of Mantua,IT,45.1667,10.7833,2021-04-17 21:49:20,scattered clouds,48.99,70,1.01,36,0,0
311,Sangar,RU,63.9242,127.4739,2021-04-17 21:49:20,overcast clouds,14.95,89,8.25,94,0,0
312,Mutoko,ZW,-17.397,32.2268,2021-04-17 21:49:20,overcast clouds,53.15,77,1.74,100,0,0
313,Malé,MV,4.1748,73.5089,2021-04-17 21:49:21,scattered clouds,84.2,79,9.22,40,0,0
314,Bubaque,GW,11.2833,-15.8333,2021-04-17 21:49:21,overcast clouds,76.71,74,14.83,86,0,0
315,Louis Trichardt,ZA,-23.0439,29.9032,2021-04-17 21:49:22,clear sky,50.02,88,4.65,0,0,0
316,Hanmer Springs,NZ,-42.5167,172.8167,2021-04-17 21:49:22,clear sky,53.4,59,4.81,9,0,0
317,Hay River,CA,60.8156,-115.7999,2021-04-17 21:49:22,light snow,33.8,75,3.44,100,0,0
318,Maizières-lès-Metz,FR,49.2075,6.1605,2021-04-17 21:49:23,clear sky,46.4,57,9.22,0,0,0
319,San Cristobal,VE,7.7669,-72.225,2021-04-17 21:49:23,scattered clouds,86.0,54,16.11,40,0,0
320,Saltpond,GH,5.2091,-1.0606,2021-04-17 21:49:24,overcast clouds,81.75,79,11.97,97,0,0
321,Vila Velha,BR,-20.3297,-40.2925,2021-04-17 21:44:27,scattered clouds,78.01,78,3.44,40,0,0
322,Praia da Vitória,PT,38.7333,-27.0667,2021-04-17 21:49:24,few clouds,66.2,82,7.72,20,0,0
323,Kautokeino,NO,69.0125,23.0412,2021-04-17 21:49:25,broken clouds,17.56,99,2.08,76,0,0
324,Panjāb,AF,34.388,67.0233,2021-04-17 21:49:25,few clouds,38.55,69,3.44,11,0,0
325,Ulaangom,MN,49.9811,92.0667,2021-04-17 21:49:26,clear sky,41.22,52,4.34,5,0,0
326,Pozo Colorado,PY,-23.4923,-58.7972,2021-04-17 21:49:26,overcast clouds,86.13,42,7.34,86,0,0
327,Biak,ID,-0.9131,122.8766,2021-04-17 21:49:26,broken clouds,75.07,80,4.41,73,0,0
328,Kalangala,UG,-0.3089,32.225,2021-04-17 21:49:27,light rain,73.71,71,10.36,100,0,0
329,Havelock,US,34.8791,-76.9013,2021-04-17 21:49:27,clear sky,66.2,52,10.36,1,0,0
330,Devonport,AU,-41.1667,146.35,2021-04-17 21:49:27,broken clouds,59.0,80,1.99,78,0,0
331,Goderich,CA,43.7501,-81.7165,2021-04-17 21:49:28,overcast clouds,42.8,81,4.61,97,0,0
332,Lingao,CN,19.9103,109.6859,2021-04-17 21:49:28,broken clouds,74.07,91,10.76,55,0,0
333,Aksu,CN,41.1231,80.2644,2021-04-17 21:49:29,scattered clouds,58.69,29,6.82,26,0,0
334,Basoko,CD,1.2391,23.616,2021-04-17 21:49:29,overcast clouds,73.56,93,0.58,100,0,0
335,Tamale,GH,9.4008,-0.8393,2021-04-17 21:49:29,light rain,84.51,49,1.92,90,0,0
336,Vardø,NO,70.3705,31.1107,2021-04-17 21:49:30,overcast clouds,35.13,91,9.64,96,0,0
337,Broome,US,42.2506,-75.833,2021-04-17 21:49:30,overcast clouds,46.99,65,8.05,100,0,0
338,Krasnosel'kup,RU,65.7,82.4667,2021-04-17 21:49:30,broken clouds,-11.22,93,12.03,68,0,0
339,Ambilobe,MG,-13.2,49.05,2021-04-17 21:49:31,scattered clouds,73.36,96,3.76,43,0,0
340,Geraldton,AU,-28.7667,114.6,2021-04-17 21:49:31,broken clouds,66.2,42,8.05,65,0,0
341,Belaya Gora,RU,68.5333,146.4167,2021-04-17 21:49:32,overcast clouds,23.16,81,8.41,100,0,0
342,Tadine,NC,-21.55,167.8833,2021-04-17 21:49:32,clear sky,77.68,70,12.77,7,0,0
343,Rasskazovo,RU,52.6714,41.9033,2021-04-17 21:49:33,overcast clouds,44.1,90,4.72,86,0,0
344,Nador,MA,35.174,-2.9287,2021-04-17 21:49:33,clear sky,59.0,82,3.85,0,0,0
345,Barcelos,PT,41.5388,-8.6151,2021-04-17 21:49:33,clear sky,57.99,76,3.11,0,0,0
346,Savinka,RU,50.0785,47.0994,2021-04-17 21:49:34,broken clouds,48.81,80,8.39,55,0,0
347,Paamiut,GL,61.994,-49.6678,2021-04-17 21:49:34,clear sky,18.37,65,9.15,6,0,0
348,Arenápolis,BR,-14.4503,-56.8461,2021-04-17 21:49:34,overcast clouds,79.72,74,3.85,90,0,0
349,Sandūr,IN,15.1,76.55,2021-04-17 21:49:35,scattered clouds,81.61,57,5.84,45,0,0
350,Kupang,ID,-10.1667,123.5833,2021-04-17 21:49:35,overcast clouds,75.99,85,5.17,91,0,0
351,Salalah,OM,17.0151,54.0924,2021-04-17 21:49:36,clear sky,78.8,73,2.3,0,0,0
352,Khorixas,NA,-20.3667,14.9667,2021-04-17 21:49:36,broken clouds,76.64,24,7.81,79,0,0
353,Wanaka,NZ,-44.7,169.15,2021-04-17 21:48:14,overcast clouds,49.37,83,6.51,96,0,0
354,Lompoc,US,34.6391,-120.4579,2021-04-17 21:49:36,clear sky,61.0,63,14.97,1,0,0
355,Heraclea,TR,37.5133,34.0467,2021-04-17 21:49:37,overcast clouds,65.01,34,7.11,98,0,0
356,Basco,PH,20.4487,121.9702,2021-04-17 21:49:37,overcast clouds,76.48,74,34.83,99,0,0
357,Colquiri,BO,-17.4167,-67.1333,2021-04-17 21:49:38,clear sky,47.17,42,3.49,2,0,0
358,Bridgton,US,44.0548,-70.7128,2021-04-17 21:49:38,overcast clouds,45.0,71,1.99,100,0,0
359,Bolobo,CD,-2.1667,16.2333,2021-04-17 21:49:38,overcast clouds,76.37,79,2.42,100,0,0
360,Sobolevo,RU,54.4299,31.8996,2021-04-17 21:49:39,overcast clouds,49.32,85,10.56,100,0,0
361,Findlay,US,41.0442,-83.6499,2021-04-17 21:49:39,few clouds,57.99,51,6.91,20,0,0
362,Sarishābāri,BD,24.7333,89.8333,2021-04-17 21:49:40,clear sky,75.11,68,13.67,4,0,0
363,Amzya,RU,56.2354,54.3868,2021-04-17 21:49:40,clear sky,39.16,72,3.98,0,0,0
364,Korla,CN,41.7597,86.1469,2021-04-17 21:49:40,overcast clouds,61.11,27,9.04,97,0,0
365,Klyuchi,RU,52.2667,79.1667,2021-04-17 21:49:41,clear sky,35.82,62,7.09,0,0,0
366,Tshela,CD,-4.9833,12.9333,2021-04-17 21:49:41,overcast clouds,73.54,95,1.3,96,0,0
367,Ratholo,BW,-22.7245,27.572,2021-04-17 21:49:42,clear sky,57.29,63,4.99,0,0,0
368,Amapá,BR,1.0,-52.0,2021-04-17 21:49:42,moderate rain,73.71,98,3.89,91,0,0
369,Yangshan,CN,28.7615,115.0287,2021-04-17 21:49:42,overcast clouds,57.88,66,3.85,100,0,0
370,Vanimo,PG,-2.6741,141.3028,2021-04-17 21:49:43,overcast clouds,76.68,87,4.79,98,0,0
371,Puri,IN,19.8,85.85,2021-04-17 21:49:43,haze,80.6,89,9.22,20,0,0
372,Benguela,AO,-12.5763,13.4055,2021-04-17 21:49:44,clear sky,79.79,78,2.95,8,0,0
373,Ol'ga,RU,43.7444,135.2892,2021-04-17 21:49:45,light rain,40.01,74,6.69,79,0,0
374,At-Bashi,KG,41.1702,75.8106,2021-04-17 21:49:45,overcast clouds,40.6,55,3.22,100,0,0
375,Aguilares,AR,-27.4338,-65.6143,2021-04-17 21:49:46,few clouds,75.99,82,2.04,11,0,0
376,Santiago del Estero,AR,-27.7951,-64.2615,2021-04-17 21:49:46,clear sky,79.03,59,2.51,9,0,0
377,Arrondissement du Havre,FR,49.5833,0.3333,2021-04-17 21:49:46,clear sky,39.99,87,9.22,0,0,0
378,Brezovo,BG,42.35,25.0833,2021-04-17 21:49:47,overcast clouds,46.4,76,11.5,90,0,0
379,Kroya,ID,-7.6331,109.2461,2021-04-17 21:49:47,scattered clouds,76.14,88,3.29,36,0,0
380,Matara,LK,5.9485,80.5353,2021-04-17 21:49:48,overcast clouds,76.15,91,6.4,95,0,0
381,Gayéri,BF,12.6497,0.4931,2021-04-17 21:49:48,overcast clouds,89.38,36,12.24,97,0,0
382,Touros,BR,-5.1989,-35.4608,2021-04-17 21:49:48,light rain,77.0,88,5.75,40,0,0
383,Nouadhibou,MR,20.931,-17.0347,2021-04-17 21:49:49,clear sky,66.2,77,14.97,0,0,0
384,Neiafu,TO,-18.65,-173.9833,2021-04-17 21:49:49,few clouds,80.6,74,6.91,20,0,0
385,Antalaha,MG,-14.9003,50.2788,2021-04-17 21:49:50,moderate rain,74.73,92,4.83,100,0,0
386,Oranjemund,NA,-28.55,16.4333,2021-04-17 21:49:50,scattered clouds,72.93,45,3.27,40,0,0
387,Severodvinsk,RU,64.5635,39.8302,2021-04-17 21:49:50,few clouds,33.8,80,6.71,20,0,0
388,Grenville,GD,12.1167,-61.6167,2021-04-17 21:49:51,scattered clouds,84.2,70,20.71,40,0,0
389,Sibolga,ID,1.7427,98.7792,2021-04-17 21:49:51,broken clouds,74.84,86,3.96,64,0,0
390,College,US,64.8569,-147.8028,2021-04-17 21:48:56,clear sky,46.4,45,2.98,1,0,0
391,Cabo San Lucas,MX,22.8909,-109.9124,2021-04-17 21:48:41,clear sky,82.99,34,12.66,1,0,0
392,Vestmannaeyjar,IS,63.4427,-20.2734,2021-04-17 21:49:52,overcast clouds,38.77,93,25.64,100,0,0
393,Eureka,US,40.8021,-124.1637,2021-04-17 21:49:53,overcast clouds,54.0,93,8.05,90,0,0
394,Guipavas,FR,48.4352,-4.3972,2021-04-17 21:49:53,clear sky,44.6,87,5.75,0,0,0
395,Coari,BR,-4.085,-63.1414,2021-04-17 21:49:53,overcast clouds,75.16,97,1.99,100,0,0
396,Varhaug,NO,58.6147,5.6457,2021-04-17 21:49:54,broken clouds,39.99,74,7.78,56,0,0
397,Magadan,RU,59.5667,150.8,2021-04-17 21:49:54,overcast clouds,25.74,91,7.56,100,0,0
398,Coyhaique,CL,-45.5752,-72.0662,2021-04-17 21:48:05,light rain,59.0,67,3.44,75,0,0
399,Orange Cove,US,36.6244,-119.3137,2021-04-17 21:49:55,clear sky,78.01,36,5.01,4,0,0
400,Clarksburg,US,39.2807,-80.3445,2021-04-17 21:47:57,broken clouds,57.99,44,6.91,75,0,0
401,Noumea,NC,-22.2763,166.4572,2021-04-17 21:49:55,clear sky,78.01,78,1.14,0,0,0
402,Dongsheng,CN,39.8161,109.9776,2021-04-17 21:49:56,clear sky,38.34,28,8.57,0,0,0
403,Kunya,NG,12.2233,8.5325,2021-04-17 21:49:56,clear sky,82.4,26,4.61,0,0,0
404,Santa Rosa,PH,14.3122,121.1114,2021-04-17 21:49:57,scattered clouds,80.6,78,2.3,40,0,0
405,Bondo,CD,3.8146,23.6866,2021-04-17 21:49:57,overcast clouds,70.11,92,1.01,94,0,0
406,Turukhansk,RU,65.8167,87.9833,2021-04-17 21:49:57,overcast clouds,2.98,93,8.68,100,0,0
407,Hofn,IS,64.2539,-15.2082,2021-04-17 21:49:58,light rain,45.23,98,13.6,100,0,0
408,Beşikdüzü,TR,41.052,39.2284,2021-04-17 21:47:03,broken clouds,51.8,100,8.77,75,0,0
409,Vestmanna,FO,62.1564,-7.1664,2021-04-17 21:49:58,overcast clouds,46.4,76,25.32,100,0,0
410,Mangit,UZ,40.5971,70.9607,2021-04-17 21:49:59,overcast clouds,55.4,54,4.61,100,0,0
411,Meulaboh,ID,4.1363,96.1285,2021-04-17 21:49:59,overcast clouds,76.64,86,3.09,95,0,0
412,Mount Gambier,AU,-37.8333,140.7667,2021-04-17 21:50:00,broken clouds,53.6,94,8.05,75,0,0
413,Puerto Escondido,MX,15.85,-97.0667,2021-04-17 21:50:00,scattered clouds,86.0,70,8.05,40,0,0
414,Mildura,AU,-34.2,142.15,2021-04-17 21:47:05,broken clouds,51.01,81,5.23,75,0,0
415,The Pas,CA,53.8251,-101.2541,2021-04-17 21:50:01,overcast clouds,51.8,37,9.22,90,0,0
416,Çanakkale Province,TR,40.0833,26.8333,2021-04-17 21:50:01,clear sky,51.8,82,11.5,0,0,0
417,Carupano,VE,10.6678,-63.2585,2021-04-17 21:50:02,scattered clouds,81.07,72,12.33,40,0,0
418,Port-Gentil,GA,-0.7193,8.7815,2021-04-17 21:45:32,light rain,82.4,89,4.61,40,0,0
419,Mezen',RU,65.8522,44.24,2021-04-17 21:50:02,few clouds,25.77,89,5.79,20,0,0
420,Tot'ma,RU,59.9747,42.7642,2021-04-17 21:50:04,clear sky,37.13,76,4.59,9,0,0
421,Ulaanbaatar,MN,47.9077,106.8832,2021-04-17 21:49:46,clear sky,26.6,68,2.24,0,0,0
422,Ballina,AU,-28.8667,153.5667,2021-04-17 21:50:05,overcast clouds,60.8,82,12.66,100,0,0
423,Cabedelo,BR,-6.9811,-34.8339,2021-04-17 21:50:05,scattered clouds,77.0,100,3.44,40,0,0
424,Pandan,PH,14.0453,124.1694,2021-04-17 21:50:06,light rain,78.85,86,25.41,100,0,0
425,Jizan,SA,17.3333,42.6667,2021-04-17 21:50:06,few clouds,86.0,74,4.61,20,0,0
426,Shingū,JP,33.7333,135.9833,2021-04-17 21:50:06,scattered clouds,50.85,61,11.56,42,0,0
427,Bikramganj,IN,25.2,84.25,2021-04-17 21:50:07,scattered clouds,84.63,19,5.26,33,0,0
428,Dombarovskiy,RU,50.7587,59.5386,2021-04-17 21:50:07,broken clouds,50.86,66,6.96,71,0,0
429,Oksovskiy,RU,62.6062,39.8984,2021-04-17 21:50:08,few clouds,35.47,88,4.12,13,0,0
430,Mogadishu,SO,2.0371,45.3438,2021-04-17 21:50:08,overcast clouds,82.81,72,8.5,98,0,0
431,Moberly,US,39.4184,-92.4382,2021-04-17 21:50:08,broken clouds,57.2,58,12.66,75,0,0
432,Marabu,MY,4.4148,114.0089,2021-04-17 21:50:09,scattered clouds,77.0,88,3.44,40,0,0
433,Hasaki,JP,35.7333,140.8333,2021-04-17 21:50:09,few clouds,59.0,82,11.5,20,0,0
434,Vila Franca do Campo,PT,37.7167,-25.4333,2021-04-17 21:50:10,broken clouds,62.6,100,8.05,75,0,0
435,Chambishi,ZM,-12.6325,28.0537,2021-04-17 21:50:10,broken clouds,56.97,82,6.53,77,0,0
436,Madang,PG,-5.2246,145.7966,2021-04-17 21:50:11,light rain,74.35,96,6.98,100,0,0
437,Juneau,US,58.3019,-134.4197,2021-04-17 21:45:12,scattered clouds,57.2,51,10.36,40,0,0
438,Havre-St-Pierre,CA,50.2334,-63.5986,2021-04-17 21:50:11,clear sky,35.6,69,10.36,1,0,0
439,Long Xuyen,VN,10.3833,105.4167,2021-04-17 21:50:11,scattered clouds,77.0,100,1.14,40,0,0
440,Pontes e Lacerda,BR,-15.2261,-59.3353,2021-04-17 21:50:12,light rain,80.15,73,1.9,46,0,0
441,Muyezerskiy,RU,63.9333,31.65,2021-04-17 21:50:12,clear sky,29.62,97,2.42,7,0,0
442,Lárdos,GR,36.0942,28.0157,2021-04-17 21:50:13,scattered clouds,68.0,52,9.22,40,0,0
443,Robertsport,LR,6.7533,-11.3686,2021-04-17 21:50:13,light rain,79.68,75,7.16,99,0,0
444,Pinega,RU,64.7001,43.3936,2021-04-17 21:50:14,scattered clouds,30.61,78,6.4,45,0,0
445,Yumen,CN,40.2833,97.2,2021-04-17 21:50:14,overcast clouds,47.64,17,3.11,98,0,0
446,Deputatsky,RU,69.3,139.9,2021-04-17 21:50:14,overcast clouds,16.03,75,17.72,100,0,0
447,Klaksvík,FO,62.2266,-6.589,2021-04-17 21:50:15,overcast clouds,46.4,76,25.32,100,0,0
448,Departamento de Maldonado,UY,-34.6667,-54.9167,2021-04-17 21:50:15,few clouds,68.0,83,9.22,20,0,0
449,Berlevåg,NO,70.8578,29.0864,2021-04-17 21:50:16,scattered clouds,36.5,86,13.15,40,0,0
450,Saint-Augustin,CA,51.226,-58.6502,2021-04-17 21:50:16,clear sky,35.47,67,14.67,3,0,0
451,Port-Cartier,CA,50.0334,-66.8654,2021-04-17 21:50:16,few clouds,39.0,60,17.27,20,0,0
452,Ambanja,MG,-13.6833,48.45,2021-04-17 21:50:17,moderate rain,74.08,94,3.51,79,0,0
453,Padang,ID,-0.9492,100.3543,2021-04-17 21:50:17,overcast clouds,75.13,85,3.78,100,0,0
454,Saldanha,ZA,-33.0117,17.9442,2021-04-17 21:50:18,clear sky,66.2,34,9.26,0,0,0
455,Ayan,RU,56.45,138.1667,2021-04-17 21:50:18,overcast clouds,22.46,92,4.03,96,0,0
456,Calmeca,MX,18.6333,-98.6333,2021-04-17 21:50:19,few clouds,95.0,17,18.41,20,0,0
457,Oga,IT,46.4631,10.347,2021-04-17 21:50:19,broken clouds,39.99,69,6.91,75,0,0
458,Pogar,RU,52.554,33.2591,2021-04-17 21:50:20,light rain,42.35,91,10.87,100,0,0
459,Fayaoué,NC,-20.65,166.5333,2021-04-17 21:50:20,broken clouds,78.19,75,16.75,70,0,0
460,Ixtapa,MX,20.7,-105.2,2021-04-17 21:50:13,clear sky,82.4,61,12.66,1,0,0
461,Rome,US,43.2128,-75.4557,2021-04-17 21:50:21,overcast clouds,48.99,76,10.36,90,0,0
462,Tottori-shi,JP,35.5,134.2333,2021-04-17 21:50:21,broken clouds,44.6,81,5.75,75,0,0
463,Key Largo,US,25.0865,-80.4473,2021-04-17 21:50:22,clear sky,87.01,81,10.58,0,0,0
464,San Quintín,MX,30.4833,-115.95,2021-04-17 21:50:22,clear sky,63.46,64,16.67,0,0,0
465,Port Hardy,CA,50.6996,-127.4199,2021-04-17 21:50:22,clear sky,62.6,48,3.44,1,0,0
466,Sola,VU,-13.8833,167.55,2021-04-17 21:50:23,broken clouds,84.2,79,15.12,75,0,0
467,Saint-François,FR,46.4154,3.9054,2021-04-17 21:50:23,clear sky,48.2,53,10.36,0,0,0
468,Skerries,IE,53.5828,-6.1083,2021-04-17 21:45:27,clear sky,46.99,66,6.91,0,0,0
469,Opuwo,NA,-18.0607,13.84,2021-04-17 21:50:24,overcast clouds,70.75,52,3.83,92,0,0
470,Wanning,CN,18.8003,110.3967,2021-04-17 21:50:24,broken clouds,75.7,88,5.82,55,0,0
471,Masakin,TN,35.7292,10.5808,2021-04-17 21:50:25,scattered clouds,57.2,72,13.8,40,0,0
472,Rocha,UY,-34.4833,-54.3333,2021-04-17 21:50:25,few clouds,60.64,92,4.27,14,0,0
473,San Gavino Monreale,IT,39.5514,8.7917,2021-04-17 21:50:26,few clouds,48.99,87,2.3,20,0,0
474,Pulaski,US,34.7668,-92.3001,2021-04-17 21:50:26,overcast clouds,60.8,59,11.5,90,0,0
475,Kaili,ID,-3.4626,120.2147,2021-04-17 21:50:26,broken clouds,66.06,89,2.82,81,0,0
476,Oussouye,SN,12.485,-16.5469,2021-04-17 21:50:27,clear sky,78.8,83,2.3,0,0,0
477,Ormond Beach,US,29.2858,-81.0559,2021-04-17 21:48:34,broken clouds,73.99,88,9.22,75,0,0
478,Port Lincoln,AU,-34.7333,135.8667,2021-04-17 21:50:27,scattered clouds,57.33,76,4.18,25,0,0
479,Srednekolymsk,RU,67.45,153.6833,2021-04-17 21:50:28,overcast clouds,25.27,72,13.76,100,0,0
480,Petrovskoye,RU,57.0104,39.2693,2021-04-17 21:50:28,clear sky,41.65,79,10.6,3,0,0
481,Biryusinsk,RU,55.9634,97.8235,2021-04-17 21:50:29,few clouds,16.61,91,3.29,14,0,0
482,Mongo,TD,12.1844,18.693,2021-04-17 21:50:29,overcast clouds,88.27,7,6.2,90,0,0
483,Pitimbu,BR,-7.4706,-34.8086,2021-04-17 21:50:30,scattered clouds,77.0,100,3.44,40,0,0
484,Balyqshy,KZ,47.0667,51.8667,2021-04-17 21:50:30,clear sky,57.2,62,8.95,0,0,0
485,Sakakah,SA,29.9697,40.2064,2021-04-17 21:50:31,clear sky,75.2,27,8.05,0,0,0
486,Abalak,RU,58.1286,68.5944,2021-04-17 21:50:31,overcast clouds,36.39,74,9.19,100,0,0
487,Bereda,ES,43.2686,-7.5406,2021-04-17 21:50:32,clear sky,37.0,91,1.01,6,0,0
488,Carutapera,BR,-1.195,-46.02,2021-04-17 21:50:32,moderate rain,78.26,83,7.7,69,0,0
489,Letlhakeng,BW,-24.0944,25.0298,2021-04-17 21:50:33,few clouds,61.92,55,10.36,13,0,0
