ID,City,Country,Latitude,Longitude,Time,Description,Max Temp,Humidity,Wind Speed,Cloudiness,Rain,Snow
228,La Santisima Trinidad,BO,-14.8333,-64.9,2021-01-09 20:46:37,scattered clouds,93.2,52,11.5,40,0.0,0.0
229,Vao,NC,-22.6667,167.4833,2021-01-09 20:46:34,heavy intensity rain,78.33,89,15.41,100,5.845,0.0
230,Carnarvon,AU,-24.8667,113.6333,2021-01-09 20:46:33,broken clouds,80.6,78,14.97,57,0.0,0.0
231,Bethel,US,41.3712,-73.414,2021-01-09 20:46:34,overcast clouds,30.2,55,8.05,90,0.0,0.0
232,Tiksi,RU,71.6872,128.8694,2021-01-09 20:46:40,overcast clouds,-16.65,89,9.19,100,0.0,0.0
233,Provincia di Campobasso,IT,41.6333,14.5833,2021-01-09 20:46:40,overcast clouds,43.0,97,1.01,99,0.0,0.0
234,Norman Wells,CA,65.282,-126.8329,2021-01-09 20:46:27,broken clouds,5.0,92,3.44,75,0.0,0.0
235,Ulladulla,AU,-35.35,150.4667,2021-01-09 20:46:40,clear sky,62.6,88,9.22,0,0.0,0.0
236,Henties Bay,NA,-22.116,14.2845,2021-01-09 20:46:41,broken clouds,68.0,84,4.59,84,0.0,0.0
237,Tekeli,KZ,44.83,78.8239,2021-01-09 20:46:41,clear sky,13.75,67,12.48,0,0.0,0.0
238,Nome,US,64.5011,-165.4064,2021-01-09 20:46:41,overcast clouds,-2.2,71,10.36,90,0.0,0.0
239,Waipawa,NZ,-41.4122,175.5153,2021-01-09 20:46:41,broken clouds,66.2,68,19.57,75,0.0,0.0
240,Muisne,EC,0.6,-80.0333,2021-01-09 20:46:41,light rain,79.25,78,8.9,23,0.64,0.0
241,Cherskiy,RU,68.75,161.3,2021-01-09 20:46:42,overcast clouds,-26.68,85,3.94,97,0.0,0.0
242,Kidal,ML,18.4411,1.4078,2021-01-09 20:46:42,clear sky,78.17,16,8.93,0,0.0,0.0
243,Alofi,NU,-19.0595,-169.9187,2021-01-09 20:46:25,scattered clouds,82.4,74,11.5,40,0.0,0.0
244,Chiapa,MX,18.4669,-96.945,2021-01-09 20:46:42,overcast clouds,56.35,89,3.36,98,0.0,0.0
245,Belmonte,BR,-15.8631,-38.8828,2021-01-09 20:46:43,scattered clouds,84.2,84,4.61,40,0.0,0.0
246,Port Hedland,AU,-20.3167,118.5667,2021-01-09 20:46:43,overcast clouds,82.4,78,8.05,97,0.0,0.0
247,Mitú,CO,1.1983,-70.1733,2021-01-09 20:46:43,light rain,80.33,91,2.28,20,0.648,0.0
248,Constitución,CL,-35.3333,-72.4167,2021-01-09 20:46:43,scattered clouds,61.07,60,17.58,28,0.0,0.0
249,Dutlwe,BW,-23.9833,23.9,2021-01-09 20:46:43,broken clouds,80.82,47,10.16,53,0.0,0.0
250,Marystown,CA,47.1666,-55.1483,2021-01-09 20:46:44,broken clouds,34.56,87,15.99,72,0.0,0.0
251,Ilulissat,GL,69.2167,-51.1,2021-01-09 20:46:31,snow,21.2,49,20.71,40,0.0,0.0
252,Mayo,US,38.8876,-76.5119,2021-01-09 20:46:44,clear sky,45.0,36,11.5,1,0.0,0.0
253,Asău,RO,46.4333,26.4,2021-01-09 20:46:44,light snow,30.2,100,1.14,100,0.0,0.15
254,Nobeoka,JP,32.5833,131.6667,2021-01-09 20:46:45,clear sky,25.0,75,3.0,5,0.0,0.0
255,Weihai,CN,37.5017,122.1136,2021-01-09 20:46:45,overcast clouds,25.48,90,18.52,88,0.0,0.0
256,Shintomi,JP,32.0785,131.4723,2021-01-09 20:46:45,clear sky,29.77,91,5.66,1,0.0,0.0
257,Igbo-Ora,NG,7.4333,3.2833,2021-01-09 20:46:46,clear sky,79.63,73,7.65,0,0.0,0.0
258,Abadan,TM,38.0507,58.2056,2021-01-09 20:46:46,mist,26.6,100,4.61,0,0.0,0.0
259,Itaqui,BR,-29.1253,-56.5531,2021-01-09 20:46:46,moderate rain,95.43,24,1.59,42,1.2116,0.0
260,Niamey,NE,13.5137,2.1098,2021-01-09 20:46:47,clear sky,87.8,19,3.44,0,0.0,0.0
261,Muskogee,US,35.5834,-95.3336,2021-01-09 20:46:47,clear sky,44.6,49,6.91,1,0.0,0.0
262,Mulegé,MX,26.8833,-111.9833,2021-01-09 20:46:47,clear sky,74.39,21,7.63,0,0.0,0.0
263,Barra Patuca,HN,15.8,-84.2833,2021-01-09 20:46:47,light rain,77.81,81,7.99,16,0.83,0.0
264,Russellville,US,35.2784,-93.1338,2021-01-09 20:46:02,clear sky,45.0,49,6.91,1,0.0,0.0
265,Chicama,PE,-7.8447,-79.1469,2021-01-09 20:46:48,few clouds,77.43,60,11.21,12,0.0,0.0
266,Mahibadhoo,MV,3.7833,72.9667,2021-01-09 20:46:48,light rain,81.25,77,8.57,100,0.11,0.0
267,Mahina,PF,-17.5065,-149.489,2021-01-09 20:46:48,broken clouds,84.2,65,12.66,75,0.0,0.0
268,Lang Son,VN,21.8333,106.7333,2021-01-09 20:46:49,overcast clouds,43.86,49,5.75,94,0.0,0.0
269,Taoudenni,ML,22.6783,-3.9836,2021-01-09 20:46:49,overcast clouds,74.95,36,12.46,90,0.0,0.0
270,Hong Kong,HK,22.2855,114.1577,2021-01-09 20:45:01,overcast clouds,54.0,40,1.01,100,0.0,0.0
271,Husavik,IS,66.0449,-17.3389,2021-01-09 20:46:49,light snow,21.2,79,4.61,90,0.0,0.17
272,Itarema,BR,-2.9248,-39.9167,2021-01-09 20:46:29,scattered clouds,80.91,73,14.58,31,0.0,0.0
273,Kirensk,RU,57.7853,108.1119,2021-01-09 20:46:49,overcast clouds,-8.46,87,5.1,100,0.0,0.0
274,Saskylakh,RU,71.9167,114.0833,2021-01-09 20:46:21,overcast clouds,-24.97,85,8.79,100,0.0,0.0
275,Øksfjord,NO,70.2396,22.3479,2021-01-09 20:46:50,few clouds,21.2,68,12.66,21,0.0,0.0
276,Adolfo López Mateos,MX,28.4667,-107.3,2021-01-09 20:46:50,clear sky,61.0,15,17.0,0,0.0,0.0
277,Jinka,ET,5.65,36.65,2021-01-09 20:46:51,clear sky,67.55,53,1.99,1,0.0,0.0
278,Salta,AR,-24.7859,-65.4117,2021-01-09 20:42:30,moderate rain,80.6,54,9.22,40,1.24,0.0
279,Lüderitz,NA,-26.6481,15.1594,2021-01-09 20:46:51,broken clouds,71.24,51,27.2,59,0.0,0.0
280,Jiangyou,CN,31.7667,104.7167,2021-01-09 20:46:51,overcast clouds,34.36,78,2.13,91,0.0,0.0
281,Margate,GB,51.3813,1.3862,2021-01-09 20:46:51,clear sky,36.0,86,1.01,0,0.0,0.0
282,Bengkulu,ID,-3.8004,102.2655,2021-01-09 20:46:35,overcast clouds,75.11,86,5.03,100,0.0,0.0
283,Dicabisagan,PH,17.0818,122.4157,2021-01-09 20:46:52,overcast clouds,69.57,84,12.66,100,0.0,0.0
284,Sabha,LY,27.0377,14.4283,2021-01-09 20:46:52,scattered clouds,68.36,24,10.78,37,0.0,0.0
285,Ketchikan,US,55.3422,-131.6461,2021-01-09 20:46:52,light rain,42.8,70,16.11,90,0.0,0.0
286,Balkhash,KZ,46.844,74.9804,2021-01-09 20:46:52,broken clouds,-4.88,91,9.64,72,0.0,0.0
287,Port Keats,AU,-14.25,129.55,2021-01-09 20:46:53,broken clouds,82.18,84,3.89,56,0.0,0.0
288,Lorengau,PG,-2.0226,147.2712,2021-01-09 20:46:53,overcast clouds,81.7,69,3.4,100,0.0,0.0
289,Lewisporte,CA,49.2499,-55.0482,2021-01-09 20:46:53,snow,33.8,100,11.5,90,0.0,0.78
290,Airai,TL,-8.9266,125.4092,2021-01-09 20:46:47,overcast clouds,61.97,100,1.01,100,0.0,0.0
291,Shelburne,CA,44.0787,-80.2041,2021-01-09 20:46:53,few clouds,32.0,64,9.22,20,0.0,0.0
292,Voyvozh,RU,62.892,54.9635,2021-01-09 20:46:54,clear sky,-4.83,91,5.37,0,0.0,0.0
293,Kununurra,AU,-15.7667,128.7333,2021-01-09 20:46:48,clear sky,78.8,100,3.44,0,0.0,0.0
294,Letlhakane,BW,-21.4167,25.5833,2021-01-09 20:46:54,broken clouds,79.11,59,9.22,82,0.0,0.0
295,Urengoy,RU,65.9667,78.3667,2021-01-09 20:46:55,overcast clouds,-9.9,90,8.14,100,0.0,0.0
296,Grand-Lahou,CI,5.1367,-5.0242,2021-01-09 20:46:55,clear sky,79.86,84,9.55,0,0.0,0.0
297,Muzhi,RU,65.3667,64.6667,2021-01-09 20:46:39,overcast clouds,-8.81,91,6.15,99,0.0,0.0
298,Kabinda,CD,-6.1333,24.4833,2021-01-09 20:46:55,scattered clouds,65.52,92,0.2,46,0.0,0.0
299,Mâncio Lima,BR,-7.6142,-72.8958,2021-01-09 20:46:56,moderate rain,89.6,66,2.3,40,1.24,0.0
300,Brae,GB,60.3964,-1.353,2021-01-09 20:46:56,light snow,37.4,70,24.16,75,0.0,0.2
301,Emporia,US,38.4039,-96.1817,2021-01-09 20:46:40,haze,35.6,69,5.75,40,0.0,0.0
302,Nishihara,JP,26.1842,127.7558,2021-01-09 20:46:56,broken clouds,53.6,71,16.11,75,0.0,0.0
303,Chalisgaon,IN,20.4667,75.0167,2021-01-09 20:46:56,overcast clouds,74.28,64,5.75,91,0.0,0.0
304,Virtsu,EE,58.5716,23.5115,2021-01-09 20:46:57,clear sky,24.01,72,6.85,0,0.0,0.0
305,Buraidah,SA,26.326,43.975,2021-01-09 20:46:57,mist,55.4,100,4.61,20,0.0,0.0
306,San Patricio,US,28.017,-97.5169,2021-01-09 20:46:35,overcast clouds,57.2,71,13.8,90,0.0,0.0
307,Mackay,AU,-21.15,149.2,2021-01-09 20:44:31,light rain,73.0,94,17.27,90,0.13,0.0
308,Guerrero Negro,MX,27.9769,-114.0611,2021-01-09 20:46:54,clear sky,71.2,39,12.19,0,0.0,0.0
309,Wadi Maliz,TN,36.4681,8.5495,2021-01-09 20:46:58,few clouds,62.6,67,10.36,20,0.0,0.0
310,Province of Mantua,IT,45.1667,10.7833,2021-01-09 20:46:58,overcast clouds,35.01,84,1.99,98,0.0,0.0
311,Sangar,RU,63.9242,127.4739,2021-01-09 20:46:58,overcast clouds,-40.36,81,3.11,99,0.0,0.0
312,Mutoko,ZW,-17.397,32.2268,2021-01-09 20:46:59,light rain,66.78,93,1.97,100,0.63,0.0
313,Malé,MV,4.1748,73.5089,2021-01-09 20:46:59,broken clouds,82.4,78,2.3,75,0.0,0.0
314,Bubaque,GW,11.2833,-15.8333,2021-01-09 20:46:59,clear sky,80.08,73,13.62,0,0.0,0.0
315,Louis Trichardt,ZA,-23.0439,29.9032,2021-01-09 20:46:59,broken clouds,67.71,71,6.11,70,0.0,0.0
316,Hanmer Springs,NZ,-42.5167,172.8167,2021-01-09 20:46:59,broken clouds,63.37,48,4.34,66,0.0,0.0
317,Hay River,CA,60.8156,-115.7999,2021-01-09 20:47:00,clear sky,24.8,68,11.5,0,0.0,0.0
318,Maizières-lès-Metz,FR,49.2075,6.1605,2021-01-09 20:47:00,clear sky,33.01,88,1.01,0,0.0,0.0
319,San Cristobal,VE,7.7669,-72.225,2021-01-09 20:46:30,scattered clouds,84.2,58,4.92,40,0.0,0.0
320,Saltpond,GH,5.2091,-1.0606,2021-01-09 20:47:00,overcast clouds,80.01,83,11.59,100,0.0,0.0
321,Vila Velha,BR,-20.3297,-40.2925,2021-01-09 20:46:23,few clouds,82.99,74,18.41,20,0.0,0.0
322,Praia da Vitória,PT,38.7333,-27.0667,2021-01-09 20:47:01,few clouds,57.2,72,4.81,20,0.0,0.0
323,Kautokeino,NO,69.0125,23.0412,2021-01-09 20:47:01,overcast clouds,4.46,93,13.53,98,0.0,0.0
324,Panjāb,AF,34.388,67.0233,2021-01-09 20:47:02,clear sky,3.6,49,5.93,0,0.0,0.0
325,Ulaangom,MN,49.9811,92.0667,2021-01-09 20:42:18,broken clouds,-31.54,81,2.01,55,0.0,0.0
326,Pozo Colorado,PY,-23.4923,-58.7972,2021-01-09 20:47:02,broken clouds,95.11,43,4.72,70,0.0,0.0
327,Biak,ID,-0.9131,122.8766,2021-01-09 20:47:02,scattered clouds,76.66,82,3.29,32,0.0,0.0
328,Kalangala,UG,-0.3089,32.225,2021-01-09 20:47:02,light rain,74.1,74,15.97,97,0.17,0.0
329,Havelock,US,34.8791,-76.9013,2021-01-09 20:46:21,clear sky,48.2,40,16.11,1,0.0,0.0
330,Devonport,AU,-41.1667,146.35,2021-01-09 20:42:26,broken clouds,55.99,81,4.0,64,0.0,0.0
331,Goderich,CA,43.7501,-81.7165,2021-01-09 20:47:03,overcast clouds,33.8,75,6.91,100,0.0,0.0
332,Lingao,CN,19.9103,109.6859,2021-01-09 20:47:03,overcast clouds,56.52,66,11.63,100,0.0,0.0
333,Aksu,CN,41.1231,80.2644,2021-01-09 20:47:04,clear sky,10.89,81,4.43,0,0.0,0.0
334,Basoko,CD,1.2391,23.616,2021-01-09 20:47:04,clear sky,75.16,74,2.93,10,0.0,0.0
335,Tamale,GH,9.4008,-0.8393,2021-01-09 20:46:27,few clouds,88.05,27,0.96,20,0.0,0.0
336,Vardø,NO,70.3705,31.1107,2021-01-09 20:46:17,overcast clouds,21.36,93,14.34,100,0.0,0.0
337,Broome,US,42.2506,-75.833,2021-01-09 20:47:04,scattered clouds,32.0,55,13.8,40,0.0,0.0
338,Krasnosel'kup,RU,65.7,82.4667,2021-01-09 20:46:47,overcast clouds,-11.76,90,6.78,91,0.0,0.0
339,Ambilobe,MG,-13.2,49.05,2021-01-09 20:47:05,moderate rain,74.35,93,0.94,20,1.33,0.0
340,Geraldton,AU,-28.7667,114.6,2021-01-09 20:47:05,broken clouds,73.4,83,10.36,82,0.0,0.0
341,Belaya Gora,RU,68.5333,146.4167,2021-01-09 20:47:05,overcast clouds,-22.11,87,3.91,100,0.0,0.0
342,Tadine,NC,-21.55,167.8833,2021-01-09 20:46:52,overcast clouds,78.08,89,8.93,100,0.0,0.0
343,Rasskazovo,RU,52.6714,41.9033,2021-01-09 20:47:06,snow,26.82,98,7.05,100,0.0,2.368
344,Nador,MA,35.174,-2.9287,2021-01-09 20:47:06,clear sky,55.4,47,13.8,0,0.0,0.0
345,Barcelos,PT,41.5388,-8.6151,2021-01-09 20:47:06,clear sky,42.8,61,10.36,0,0.0,0.0
346,Savinka,RU,50.0785,47.0994,2021-01-09 20:47:06,overcast clouds,38.91,95,19.75,100,0.0,0.0
347,Paamiut,GL,61.994,-49.6678,2021-01-09 20:47:07,light snow,31.71,99,1.59,100,0.0,0.27
348,Arenápolis,BR,-14.4503,-56.8461,2021-01-09 20:47:07,few clouds,93.11,50,0.76,22,0.0,0.0
349,Sandūr,IN,15.1,76.55,2021-01-09 20:47:07,overcast clouds,67.78,82,7.45,100,0.0,0.0
350,Kupang,ID,-10.1667,123.5833,2021-01-09 20:47:07,overcast clouds,80.11,83,4.65,100,0.0,0.0
351,Salalah,OM,17.0151,54.0924,2021-01-09 20:47:07,clear sky,69.8,28,12.66,0,0.0,0.0
352,Khorixas,NA,-20.3667,14.9667,2021-01-09 20:47:08,overcast clouds,65.16,72,12.24,99,0.0,0.0
353,Wanaka,NZ,-44.7,169.15,2021-01-09 20:47:08,broken clouds,59.0,75,5.17,78,0.0,0.0
354,Lompoc,US,34.6391,-120.4579,2021-01-09 20:46:54,clear sky,68.0,32,12.66,1,0.0,0.0
355,Heraclea,TR,37.5133,34.0467,2021-01-09 20:47:08,overcast clouds,45.63,58,0.85,99,0.0,0.0
356,Basco,PH,20.4487,121.9702,2021-01-09 20:47:08,broken clouds,66.25,76,31.12,68,0.0,0.0
357,Colquiri,BO,-17.4167,-67.1333,2021-01-09 20:47:09,light rain,43.88,82,11.97,100,0.71,0.0
358,Bridgton,US,44.0548,-70.7128,2021-01-09 20:47:09,scattered clouds,32.0,68,1.99,48,0.0,0.0
359,Bolobo,CD,-2.1667,16.2333,2021-01-09 20:47:09,clear sky,74.53,79,2.82,4,0.0,0.0
360,Sobolevo,RU,54.4299,31.8996,2021-01-09 20:47:09,snow,16.57,97,6.51,99,0.0,0.865
361,Findlay,US,41.0442,-83.6499,2021-01-09 20:45:26,clear sky,37.4,48,4.61,1,0.0,0.0
362,Sarishābāri,BD,24.7333,89.8333,2021-01-09 20:47:10,broken clouds,68.22,53,3.4,65,0.0,0.0
363,Amzya,RU,56.2354,54.3868,2021-01-09 20:47:10,broken clouds,9.7,96,6.22,75,0.0,0.0
364,Korla,CN,41.7597,86.1469,2021-01-09 20:46:30,clear sky,12.09,89,1.03,0,0.0,0.0
365,Klyuchi,RU,52.2667,79.1667,2021-01-09 20:47:10,overcast clouds,3.34,88,14.18,100,0.0,0.0
366,Tshela,CD,-4.9833,12.9333,2021-01-09 20:47:10,broken clouds,73.0,95,1.66,67,0.0,0.0
367,Ratholo,BW,-22.7245,27.572,2021-01-09 20:47:11,overcast clouds,77.18,52,11.97,85,0.0,0.0
368,Amapá,BR,1.0,-52.0,2021-01-09 20:47:11,light rain,77.32,92,3.51,100,0.10959999999999999,0.0
369,Yangshan,CN,28.7615,115.0287,2021-01-09 20:47:11,scattered clouds,28.31,75,2.13,46,0.0,0.0
370,Vanimo,PG,-2.6741,141.3028,2021-01-09 20:47:11,moderate rain,77.52,85,3.31,100,1.01,0.0
371,Puri,IN,19.8,85.85,2021-01-09 20:46:51,mist,71.6,94,5.53,90,0.0,0.0
372,Benguela,AO,-12.5763,13.4055,2021-01-09 20:47:12,overcast clouds,74.3,75,4.65,90,0.0,0.0
373,Ol'ga,RU,43.7444,135.2892,2021-01-09 20:47:13,broken clouds,-3.08,77,11.36,73,0.0,0.0
374,At-Bashi,KG,41.1702,75.8106,2021-01-09 20:47:13,clear sky,-5.57,44,0.38,0,0.0,0.0
375,Aguilares,AR,-27.4338,-65.6143,2021-01-09 20:47:13,broken clouds,78.01,59,1.99,82,0.0,0.0
376,Santiago del Estero,AR,-27.7951,-64.2615,2021-01-09 20:47:13,broken clouds,91.2,44,6.91,62,0.0,0.0
377,Arrondissement du Havre,FR,49.5833,0.3333,2021-01-09 20:47:13,clear sky,32.0,86,5.75,0,0.0,0.0
378,Brezovo,BG,42.35,25.0833,2021-01-09 20:47:14,overcast clouds,39.99,93,10.36,90,0.0,0.0
379,Kroya,ID,-7.6331,109.2461,2021-01-09 20:47:14,moderate rain,77.86,85,3.36,94,1.5118,0.0
380,Matara,LK,5.9485,80.5353,2021-01-09 20:46:43,heavy intensity rain,73.62,92,6.29,100,6.7388,0.0
381,Gayéri,BF,12.6497,0.4931,2021-01-09 20:47:14,clear sky,80.15,16,8.55,5,0.0,0.0
382,Touros,BR,-5.1989,-35.4608,2021-01-09 20:47:14,few clouds,84.2,65,16.11,20,0.0,0.0
383,Nouadhibou,MR,20.931,-17.0347,2021-01-09 20:47:15,clear sky,66.2,59,19.57,0,0.0,0.0
384,Neiafu,TO,-18.65,-173.9833,2021-01-09 20:47:15,scattered clouds,80.6,83,10.36,40,0.0,0.0
385,Antalaha,MG,-14.9003,50.2788,2021-01-09 20:47:15,light rain,75.24,86,4.05,2,0.13,0.0
386,Oranjemund,NA,-28.55,16.4333,2021-01-09 20:47:16,clear sky,63.52,85,15.43,1,0.0,0.0
387,Severodvinsk,RU,64.5635,39.8302,2021-01-09 20:47:16,light snow,-5.8,84,4.47,75,0.0,0.22
388,Grenville,GD,12.1167,-61.6167,2021-01-09 20:47:01,light rain,84.2,74,23.02,20,0.31,0.0
389,Sibolga,ID,1.7427,98.7792,2021-01-09 20:46:57,light rain,75.16,87,2.75,100,0.73,0.0
390,College,US,64.8569,-147.8028,2021-01-09 20:47:16,broken clouds,6.8,78,3.58,75,0.0,0.0
391,Cabo San Lucas,MX,22.8909,-109.9124,2021-01-09 20:47:17,clear sky,78.01,49,12.66,1,0.0,0.0
392,Vestmannaeyjar,IS,63.4427,-20.2734,2021-01-09 20:46:34,few clouds,26.01,84,5.59,18,0.0,0.0
393,Eureka,US,40.8021,-124.1637,2021-01-09 20:44:59,clear sky,57.0,44,8.14,1,0.0,0.0
394,Guipavas,FR,48.4352,-4.3972,2021-01-09 20:47:17,clear sky,37.4,80,8.05,0,0.0,0.0
395,Coari,BR,-4.085,-63.1414,2021-01-09 20:47:17,overcast clouds,79.16,82,2.55,100,0.0,0.0
396,Varhaug,NO,58.6147,5.6457,2021-01-09 20:47:18,moderate rain,39.2,81,21.85,75,0.56,0.0
397,Magadan,RU,59.5667,150.8,2021-01-09 20:47:18,light snow,2.03,92,7.87,100,0.0,0.26
398,Coyhaique,CL,-45.5752,-72.0662,2021-01-09 20:46:46,moderate rain,50.0,87,8.05,90,2.34,0.0
399,Orange Cove,US,36.6244,-119.3137,2021-01-09 20:47:18,mist,48.2,100,4.61,90,0.0,0.0
400,Clarksburg,US,39.2807,-80.3445,2021-01-09 20:44:33,clear sky,37.99,48,5.75,1,0.0,0.0
401,Noumea,NC,-22.2763,166.4572,2021-01-09 20:46:19,few clouds,82.0,83,3.44,20,0.0,0.0
402,Dongsheng,CN,39.8161,109.9776,2021-01-09 20:47:19,scattered clouds,3.24,74,11.05,43,0.0,0.0
403,Kunya,NG,12.2233,8.5325,2021-01-09 20:47:19,clear sky,69.8,49,3.44,0,0.0,0.0
404,Santa Rosa,PH,14.3122,121.1114,2021-01-09 20:47:19,broken clouds,77.0,69,3.44,75,0.0,0.0
405,Bondo,CD,3.8146,23.6866,2021-01-09 20:47:20,few clouds,72.72,70,2.21,13,0.0,0.0
406,Turukhansk,RU,65.8167,87.9833,2021-01-09 20:47:20,overcast clouds,-10.17,90,3.18,99,0.0,0.0
407,Hofn,IS,64.2539,-15.2082,2021-01-09 20:46:47,clear sky,21.22,79,10.85,0,0.0,0.0
408,Beşikdüzü,TR,41.052,39.2284,2021-01-09 20:47:20,clear sky,68.0,24,17.27,0,0.0,0.0
409,Vestmanna,FO,62.1564,-7.1664,2021-01-09 20:47:20,light rain,35.6,64,25.32,75,0.0,0.0
410,Mangit,UZ,40.5971,70.9607,2021-01-09 20:47:21,mist,19.4,79,4.61,0,0.0,0.0
411,Meulaboh,ID,4.1363,96.1285,2021-01-09 20:43:26,overcast clouds,74.53,89,5.14,100,0.0,0.0
412,Mount Gambier,AU,-37.8333,140.7667,2021-01-09 20:46:31,clear sky,53.6,94,2.3,0,0.0,0.0
413,Puerto Escondido,MX,15.85,-97.0667,2021-01-09 20:47:21,light rain,80.6,69,4.61,40,0.37,0.0
414,Mildura,AU,-34.2,142.15,2021-01-09 20:47:21,clear sky,64.4,52,4.81,0,0.0,0.0
415,The Pas,CA,53.8251,-101.2541,2021-01-09 20:42:26,clear sky,19.4,79,4.61,1,0.0,0.0
416,Çanakkale Province,TR,40.0833,26.8333,2021-01-09 20:42:48,broken clouds,48.2,93,13.8,75,0.0,0.0
417,Carupano,VE,10.6678,-63.2585,2021-01-09 20:47:22,light rain,78.71,86,11.07,76,0.71,0.0
418,Port-Gentil,GA,-0.7193,8.7815,2021-01-09 20:46:31,scattered clouds,82.4,83,8.05,40,0.0,0.0
419,Mezen',RU,65.8522,44.24,2021-01-09 20:47:00,broken clouds,-2.36,92,6.2,80,0.0,0.0
420,Tot'ma,RU,59.9747,42.7642,2021-01-09 20:47:23,overcast clouds,5.79,95,5.88,91,0.0,0.0
421,Ulaanbaatar,MN,47.9077,106.8832,2021-01-09 20:42:35,clear sky,-20.2,69,2.24,0,0.0,0.0
422,Ballina,AU,-28.8667,153.5667,2021-01-09 20:47:23,overcast clouds,71.01,78,6.91,90,0.0,0.0
423,Cabedelo,BR,-6.9811,-34.8339,2021-01-09 20:47:23,few clouds,82.4,74,11.5,20,0.0,0.0
424,Pandan,PH,14.0453,124.1694,2021-01-09 20:46:24,overcast clouds,75.34,87,26.28,100,0.0,0.0
425,Jizan,SA,17.3333,42.6667,2021-01-09 20:47:24,clear sky,77.0,73,6.91,0,0.0,0.0
426,Shingū,JP,33.7333,135.9833,2021-01-09 20:47:19,clear sky,29.98,93,8.16,3,0.0,0.0
427,Bikramganj,IN,25.2,84.25,2021-01-09 20:47:24,broken clouds,66.67,61,6.58,83,0.0,0.0
428,Dombarovskiy,RU,50.7587,59.5386,2021-01-09 20:47:24,overcast clouds,15.89,96,15.19,100,0.0,0.0
429,Oksovskiy,RU,62.6062,39.8984,2021-01-09 20:47:24,overcast clouds,-11.83,90,1.52,100,0.0,0.0
430,Mogadishu,SO,2.0371,45.3438,2021-01-09 20:47:25,clear sky,76.46,76,25.37,3,0.0,0.0
431,Moberly,US,39.4184,-92.4382,2021-01-09 20:47:25,overcast clouds,30.2,69,4.61,90,0.0,0.0
432,Marabu,MY,4.4148,114.0089,2021-01-09 20:46:04,scattered clouds,75.2,100,2.3,40,0.0,0.0
433,Hasaki,JP,35.7333,140.8333,2021-01-09 20:47:03,few clouds,24.8,80,3.44,20,0.0,0.0
434,Vila Franca do Campo,PT,37.7167,-25.4333,2021-01-09 20:46:52,broken clouds,50.0,71,8.05,75,0.0,0.0
435,Chambishi,ZM,-12.6325,28.0537,2021-01-09 20:47:26,light rain,64.99,95,4.79,100,0.35,0.0
436,Madang,PG,-5.2246,145.7966,2021-01-09 20:47:26,overcast clouds,77.0,83,5.23,97,0.0,0.0
437,Juneau,US,58.3019,-134.4197,2021-01-09 20:47:26,overcast clouds,42.8,52,3.44,90,0.0,0.0
438,Havre-St-Pierre,CA,50.2334,-63.5986,2021-01-09 20:47:26,overcast clouds,30.2,64,8.05,90,0.0,0.0
439,Long Xuyen,VN,10.3833,105.4167,2021-01-09 20:47:27,few clouds,73.4,88,3.44,20,0.0,0.0
440,Pontes e Lacerda,BR,-15.2261,-59.3353,2021-01-09 20:46:24,light rain,93.72,46,2.21,35,0.7263999999999999,0.0
441,Muyezerskiy,RU,63.9333,31.65,2021-01-09 20:47:27,clear sky,-8.37,91,2.37,4,0.0,0.0
442,Lárdos,GR,36.0942,28.0157,2021-01-09 20:47:27,few clouds,62.01,88,2.3,20,0.0,0.0
443,Robertsport,LR,6.7533,-11.3686,2021-01-09 20:47:28,few clouds,81.12,80,10.58,14,0.0,0.0
444,Pinega,RU,64.7001,43.3936,2021-01-09 20:47:28,overcast clouds,-4.72,92,4.07,91,0.0,0.0
445,Yumen,CN,40.2833,97.2,2021-01-09 20:47:28,clear sky,10.56,78,30.44,10,0.0,0.0
446,Deputatsky,RU,69.3,139.9,2021-01-09 20:46:39,overcast clouds,-21.95,89,2.66,100,0.0,0.0
447,Klaksvík,FO,62.2266,-6.589,2021-01-09 20:47:29,light rain,35.6,64,25.32,75,0.0,0.0
448,Departamento de Maldonado,UY,-34.6667,-54.9167,2021-01-09 20:47:29,light rain,72.0,68,10.36,75,0.3,0.0
449,Berlevåg,NO,70.8578,29.0864,2021-01-09 20:47:16,scattered clouds,16.56,93,16.69,28,0.0,0.0
450,Saint-Augustin,CA,51.226,-58.6502,2021-01-09 20:47:29,light snow,30.2,97,14.2,100,0.0,0.13
451,Port-Cartier,CA,50.0334,-66.8654,2021-01-09 20:46:30,scattered clouds,32.0,64,8.05,30,0.0,0.0
452,Ambanja,MG,-13.6833,48.45,2021-01-09 20:47:30,moderate rain,75.42,89,2.46,69,1.06,0.0
453,Padang,ID,-0.9492,100.3543,2021-01-09 20:46:46,moderate rain,80.6,78,2.3,75,2.17,0.0
454,Saldanha,ZA,-33.0117,17.9442,2021-01-09 20:46:32,clear sky,66.2,77,10.36,0,0.0,0.0
455,Ayan,RU,56.45,138.1667,2021-01-09 20:47:30,overcast clouds,-7.85,77,6.8,100,0.0,0.0
456,Calmeca,MX,18.6333,-98.6333,2021-01-09 20:47:31,scattered clouds,78.8,42,12.66,40,0.0,0.0
457,Oga,IT,46.4631,10.347,2021-01-09 20:47:31,clear sky,33.01,84,1.43,0,0.0,0.0
